patent_id,title,filing_year,grant_year,country,assignee,technology_field,citations,inventor_count,patent_status,patent_family_size
PT000248,Innovative Robotics System 248,2022,2026,France,GreenFuture Labs,Quantum Computing,34,6,Active,3
PT000249,Innovative Semiconductors System 249,2022,2024,USA,TechNova Corp,Telecommunications,118,7,Pending,7
PT000250,Innovative Electric Vehicles System 250,2017,2019,UK,BioHealth Inc,Telecommunications,48,2,Active,13
PT000251,Innovative Semiconductors System 251,2023,2024,Japan,GreenFuture Labs,Biotechnology,152,1,Expired,10
PT000252,Innovative Artificial Intelligence System 252,2011,2013,France,SmartComm Technologies,Semiconductors,138,4,Active,3
PT000253,Innovative Nanotechnology System 253,2019,2021,UK,FutureDrive Motors,Nanotechnology,197,6,Active,5
PT000254,Innovative Robotics System 254,2014,2016,South Korea,Quantum Circuits Ltd,Artificial Intelligence,142,3,Pending,11
PT000255,Innovative Artificial Intelligence System 255,2023,2027,UK,AI Dynamics,Robotics,201,6,Pending,7
PT000256,Innovative Telecommunications System 256,2023,2025,France,BioHealth Inc,Quantum Computing,121,4,Active,5
PT000257,Innovative Artificial Intelligence System 257,2014,2018,Canada,InnovateX,Robotics,142,3,Expired,4
PT000258,Innovative Pharmaceuticals System 258,2018,2020,China,SmartComm Technologies,Pharmaceuticals,23,4,Active,5
PT000259,Innovative Biotechnology System 259,2022,2023,Japan,FutureDrive Motors,Quantum Computing,55,8,Active,14
PT000260,Innovative Artificial Intelligence System 260,2020,2023,Japan,NextGen Robotics,Biotechnology,191,8,Active,12
PT000261,Innovative Semiconductors System 261,2016,2020,Canada,Global Energy Systems,Telecommunications,97,8,Pending,11
PT000262,Innovative Telecommunications System 262,2021,2024,UK,NanoWorks,Electric Vehicles,119,2,Pending,8
PT000263,Innovative Pharmaceuticals System 263,2020,2022,UK,InnovateX,Artificial Intelligence,144,4,Pending,3
PT000264,Innovative Quantum Computing System 264,2010,2013,Switzerland,FutureDrive Motors,Robotics,75,3,Active,6
PT000265,Innovative Nanotechnology System 265,2017,2021,Japan,SmartComm Technologies,Quantum Computing,167,6,Expired,13
PT000266,Innovative Electric Vehicles System 266,2025,2029,Germany,MedGenome Labs,Pharmaceuticals,43,3,Pending,9
PT000267,Innovative Quantum Computing System 267,2025,2027,USA,NanoWorks,Artificial Intelligence,214,2,Pending,1
PT000268,Innovative Renewable Energy System 268,2010,2014,Japan,GreenFuture Labs,Renewable Energy,2,4,Pending,8
PT000269,Innovative Nanotechnology System 269,2021,2022,Switzerland,SmartComm Technologies,Electric Vehicles,4,1,Pending,9
PT000270,Innovative Artificial Intelligence System 270,2023,2024,Canada,MedGenome Labs,Telecommunications,137,5,Active,9
PT000271,Innovative Biotechnology System 271,2023,2025,China,NanoWorks,Renewable Energy,61,4,Pending,9
PT000272,Innovative Telecommunications System 272,2018,2021,France,GreenFuture Labs,Pharmaceuticals,245,7,Expired,10
PT000273,Innovative Telecommunications System 273,2017,2019,China,AI Dynamics,Artificial Intelligence,23,7,Expired,7
PT000274,Innovative Artificial Intelligence System 274,2025,2026,Germany,GreenFuture Labs,Electric Vehicles,216,7,Pending,13
PT000275,Innovative Quantum Computing System 275,2020,2021,USA,NextGen Robotics,Semiconductors,230,8,Expired,1
PT000276,Innovative Quantum Computing System 276,2012,2015,Switzerland,AI Dynamics,Artificial Intelligence,45,6,Active,4
PT000277,Innovative Biotechnology System 277,2014,2018,South Korea,BioHealth Inc,Nanotechnology,61,7,Pending,15
PT000278,Innovative Renewable Energy System 278,2020,2024,China,NanoWorks,Pharmaceuticals,13,2,Expired,4
PT000279,Innovative Nanotechnology System 279,2012,2015,Switzerland,FutureDrive Motors,Robotics,248,6,Active,11
PT000280,Innovative Electric Vehicles System 280,2018,2022,Japan,Global Energy Systems,Quantum Computing,240,7,Expired,3
PT000281,Innovative Nanotechnology System 281,2022,2023,South Korea,NextGen Robotics,Biotechnology,21,5,Active,7
PT000282,Innovative Pharmaceuticals System 282,2014,2018,UK,GreenFuture Labs,Biotechnology,1,5,Expired,6
PT000283,Innovative Renewable Energy System 283,2018,2019,China,BioHealth Inc,Robotics,114,7,Active,1
PT000284,Innovative Quantum Computing System 284,2012,2015,China,FutureDrive Motors,Nanotechnology,200,6,Expired,1
PT000285,Innovative Robotics System 285,2019,2023,China,MedGenome Labs,Quantum Computing,231,4,Pending,9
PT000286,Innovative Renewable Energy System 286,2015,2019,Germany,Quantum Circuits Ltd,Telecommunications,68,8,Active,2
PT000287,Innovative Telecommunications System 287,2015,2019,France,Quantum Circuits Ltd,Electric Vehicles,200,2,Expired,5
PT000288,Innovative Nanotechnology System 288,2017,2021,Switzerland,NextGen Robotics,Electric Vehicles,27,3,Expired,1
PT000289,Innovative Nanotechnology System 289,2022,2025,France,Global Energy Systems,Electric Vehicles,85,7,Pending,10
PT000290,Innovative Pharmaceuticals System 290,2014,2017,Switzerland,MedGenome Labs,Semiconductors,122,6,Active,7
PT000291,Innovative Electric Vehicles System 291,2020,2023,Switzerland,NextGen Robotics,Pharmaceuticals,96,5,Expired,6
PT000292,Innovative Nanotechnology System 292,2013,2015,Canada,BioHealth Inc,Quantum Computing,6,8,Pending,4
PT000293,Innovative Biotechnology System 293,2024,2027,France,AI Dynamics,Electric Vehicles,35,5,Active,5
PT000294,Innovative Robotics System 294,2014,2018,China,SmartComm Technologies,Nanotechnology,122,7,Pending,9
PT000295,Innovative Pharmaceuticals System 295,2023,2024,Canada,FutureDrive Motors,Biotechnology,27,4,Pending,11
PT000296,Innovative Nanotechnology System 296,2021,2023,USA,FutureDrive Motors,Robotics,247,6,Expired,2
PT000297,Innovative Telecommunications System 297,2010,2011,Japan,NanoWorks,Quantum Computing,142,4,Expired,6
PT000298,Innovative Nanotechnology System 298,2022,2026,Canada,BioHealth Inc,Pharmaceuticals,6,8,Active,5
PT000299,Innovative Biotechnology System 299,2023,2024,Germany,Global Energy Systems,Telecommunications,87,8,Active,9
PT000300,Innovative Electric Vehicles System 300,2025,2028,China,SmartComm Technologies,Electric Vehicles,81,2,Expired,1
PT000301,Innovative Pharmaceuticals System 301,2013,2014,China,AI Dynamics,Renewable Energy,238,4,Pending,3
PT000302,Innovative Quantum Computing System 302,2015,2018,France,SmartComm Technologies,Semiconductors,204,7,Pending,3
PT000303,Innovative Robotics System 303,2015,2019,USA,MedGenome Labs,Nanotechnology,226,4,Expired,10
PT000304,Innovative Artificial Intelligence System 304,2023,2027,Japan,NextGen Robotics,Telecommunications,192,2,Pending,2
PT000305,Innovative Pharmaceuticals System 305,2015,2018,Japan,SmartComm Technologies,Biotechnology,67,8,Pending,11
PT000306,Innovative Nanotechnology System 306,2020,2024,France,FutureDrive Motors,Biotechnology,89,6,Expired,10
PT000307,Innovative Nanotechnology System 307,2015,2018,Switzerland,GreenFuture Labs,Renewable Energy,80,2,Active,5
PT000308,Innovative Pharmaceuticals System 308,2013,2015,Germany,NanoWorks,Robotics,107,3,Pending,7
PT000309,Innovative Electric Vehicles System 309,2023,2025,Canada,MedGenome Labs,Renewable Energy,142,3,Expired,5
PT000310,Innovative Pharmaceuticals System 310,2014,2016,India,FutureDrive Motors,Artificial Intelligence,221,6,Active,8
PT000311,Innovative Robotics System 311,2014,2016,Canada,NanoWorks,Electric Vehicles,104,8,Expired,12
PT000312,Innovative Renewable Energy System 312,2024,2028,China,FutureDrive Motors,Artificial Intelligence,203,4,Expired,1
PT000313,Innovative Quantum Computing System 313,2018,2020,South Korea,BioHealth Inc,Electric Vehicles,144,8,Pending,9
PT000314,Innovative Telecommunications System 314,2013,2014,Canada,Global Energy Systems,Quantum Computing,210,1,Pending,8
PT000315,Innovative Biotechnology System 315,2016,2020,Japan,Quantum Circuits Ltd,Artificial Intelligence,115,5,Expired,14
PT000316,Innovative Biotechnology System 316,2012,2016,Japan,NextGen Robotics,Nanotechnology,176,6,Pending,10
PT000317,Innovative Nanotechnology System 317,2023,2025,Germany,NextGen Robotics,Semiconductors,206,1,Pending,6
PT000318,Innovative Pharmaceuticals System 318,2018,2020,South Korea,Quantum Circuits Ltd,Nanotechnology,68,2,Active,13
PT000319,Innovative Telecommunications System 319,2023,2024,Germany,MedGenome Labs,Renewable Energy,63,3,Pending,6
PT000320,Innovative Electric Vehicles System 320,2017,2021,Germany,FutureDrive Motors,Telecommunications,160,7,Expired,8
PT000321,Innovative Robotics System 321,2012,2013,Canada,MedGenome Labs,Telecommunications,177,6,Expired,8
PT000322,Innovative Biotechnology System 322,2020,2021,India,AI Dynamics,Pharmaceuticals,217,2,Pending,7
PT000323,Innovative Semiconductors System 323,2016,2020,India,Quantum Circuits Ltd,Pharmaceuticals,212,5,Expired,9
PT000324,Innovative Pharmaceuticals System 324,2014,2018,USA,TechNova Corp,Biotechnology,160,8,Active,2
PT000325,Innovative Electric Vehicles System 325,2015,2019,USA,InnovateX,Semiconductors,176,3,Pending,5
PT000326,Innovative Biotechnology System 326,2015,2018,UK,Quantum Circuits Ltd,Biotechnology,95,3,Active,7
PT000327,Innovative Robotics System 327,2019,2021,China,MedGenome Labs,Biotechnology,0,4,Expired,2
PT000328,Innovative Quantum Computing System 328,2014,2016,India,TechNova Corp,Artificial Intelligence,178,6,Active,14
PT000329,Innovative Electric Vehicles System 329,2023,2025,China,NextGen Robotics,Robotics,22,2,Active,6
PT000330,Innovative Renewable Energy System 330,2021,2024,France,BioHealth Inc,Renewable Energy,17,1,Pending,11
PT000331,Innovative Pharmaceuticals System 331,2015,2019,Japan,AI Dynamics,Renewable Energy,235,7,Pending,11
PT000332,Innovative Biotechnology System 332,2024,2026,China,BioHealth Inc,Biotechnology,150,7,Expired,7
PT000333,Innovative Semiconductors System 333,2020,2022,South Korea,AI Dynamics,Biotechnology,63,5,Pending,1
PT000334,Innovative Quantum Computing System 334,2019,2021,Switzerland,NanoWorks,Semiconductors,191,7,Expired,11
PT000335,Innovative Electric Vehicles System 335,2011,2013,France,GreenFuture Labs,Semiconductors,127,2,Pending,15
PT000336,Innovative Pharmaceuticals System 336,2010,2013,Germany,InnovateX,Nanotechnology,107,6,Pending,11
PT000337,Innovative Biotechnology System 337,2015,2019,USA,FutureDrive Motors,Biotechnology,3,5,Active,1
PT000338,Innovative Quantum Computing System 338,2011,2015,South Korea,AI Dynamics,Quantum Computing,196,7,Expired,12
PT000339,Innovative Quantum Computing System 339,2022,2023,Canada,FutureDrive Motors,Renewable Energy,71,2,Expired,2
PT000340,Innovative Quantum Computing System 340,2016,2018,UK,InnovateX,Nanotechnology,162,2,Expired,12
PT000341,Innovative Artificial Intelligence System 341,2023,2025,Japan,GreenFuture Labs,Robotics,29,8,Pending,10
PT000342,Innovative Renewable Energy System 342,2011,2014,China,TechNova Corp,Renewable Energy,179,1,Active,8
PT000343,Innovative Renewable Energy System 343,2021,2024,UK,BioHealth Inc,Telecommunications,187,2,Active,6
PT000344,Innovative Quantum Computing System 344,2023,2026,China,Quantum Circuits Ltd,Nanotechnology,160,2,Expired,8
PT000345,Innovative Electric Vehicles System 345,2021,2022,Switzerland,BioHealth Inc,Pharmaceuticals,40,5,Active,15
PT000346,Innovative Quantum Computing System 346,2013,2015,USA,TechNova Corp,Artificial Intelligence,62,1,Expired,6
PT000347,Innovative Renewable Energy System 347,2022,2024,USA,NanoWorks,Robotics,57,6,Active,7
PT000348,Innovative Biotechnology System 348,2020,2023,Switzerland,Global Energy Systems,Biotechnology,128,1,Active,4
PT000349,Innovative Biotechnology System 349,2011,2015,India,Quantum Circuits Ltd,Telecommunications,83,2,Pending,8
PT000350,Innovative Semiconductors System 350,2010,2013,South Korea,FutureDrive Motors,Telecommunications,189,4,Expired,6
PT000351,Innovative Quantum Computing System 351,2025,2027,Japan,BioHealth Inc,Artificial Intelligence,238,7,Active,4
PT000352,Innovative Pharmaceuticals System 352,2021,2022,USA,AI Dynamics,Robotics,217,5,Active,4
PT000353,Innovative Electric Vehicles System 353,2017,2021,USA,BioHealth Inc,Telecommunications,23,1,Active,15
PT000354,Innovative Electric Vehicles System 354,2023,2026,China,FutureDrive Motors,Biotechnology,129,3,Pending,14
PT000355,Innovative Nanotechnology System 355,2022,2023,Switzerland,TechNova Corp,Robotics,169,3,Active,5
PT000356,Innovative Robotics System 356,2018,2021,UK,Global Energy Systems,Electric Vehicles,69,4,Active,4
PT000357,Innovative Renewable Energy System 357,2014,2015,China,BioHealth Inc,Electric Vehicles,119,6,Expired,2
PT000358,Innovative Electric Vehicles System 358,2021,2023,South Korea,SmartComm Technologies,Telecommunications,218,2,Active,3
PT000359,Innovative Semiconductors System 359,2019,2020,UK,BioHealth Inc,Biotechnology,182,4,Expired,7
PT000360,Innovative Telecommunications System 360,2011,2014,Germany,TechNova Corp,Robotics,218,8,Pending,12
PT000361,Innovative Electric Vehicles System 361,2017,2018,China,BioHealth Inc,Biotechnology,3,1,Active,3
PT000362,Innovative Pharmaceuticals System 362,2016,2020,China,FutureDrive Motors,Nanotechnology,66,2,Active,2
PT000363,Innovative Renewable Energy System 363,2016,2020,China,Global Energy Systems,Biotechnology,10,8,Active,3
PT000364,Innovative Electric Vehicles System 364,2023,2027,USA,InnovateX,Robotics,44,6,Active,15
PT000365,Innovative Telecommunications System 365,2015,2018,India,BioHealth Inc,Artificial Intelligence,157,4,Pending,5
PT000366,Innovative Quantum Computing System 366,2025,2029,India,TechNova Corp,Biotechnology,71,7,Active,7
PT000367,Innovative Quantum Computing System 367,2016,2018,USA,InnovateX,Pharmaceuticals,122,8,Expired,15
PT000368,Innovative Telecommunications System 368,2020,2024,Germany,TechNova Corp,Pharmaceuticals,152,4,Active,15
PT000369,Innovative Electric Vehicles System 369,2018,2019,Canada,Global Energy Systems,Nanotechnology,59,3,Active,4
PT000370,Innovative Quantum Computing System 370,2017,2020,USA,NextGen Robotics,Nanotechnology,216,7,Expired,15
PT000371,Innovative Semiconductors System 371,2015,2017,Switzerland,Global Energy Systems,Pharmaceuticals,233,1,Pending,12
PT000372,Innovative Nanotechnology System 372,2021,2023,Japan,SmartComm Technologies,Quantum Computing,79,3,Expired,1
PT000373,Innovative Semiconductors System 373,2012,2013,Switzerland,NextGen Robotics,Artificial Intelligence,134,8,Active,6
PT000374,Innovative Pharmaceuticals System 374,2016,2018,Germany,Global Energy Systems,Artificial Intelligence,5,3,Pending,12
PT000375,Innovative Quantum Computing System 375,2014,2015,UK,GreenFuture Labs,Pharmaceuticals,180,7,Pending,2
PT000376,Innovative Pharmaceuticals System 376,2020,2023,Germany,BioHealth Inc,Robotics,202,8,Pending,6
PT000377,Innovative Semiconductors System 377,2015,2018,Switzerland,BioHealth Inc,Robotics,78,5,Active,3
PT000378,Innovative Nanotechnology System 378,2010,2014,USA,BioHealth Inc,Nanotechnology,81,4,Pending,10
PT000379,Innovative Renewable Energy System 379,2013,2017,UK,MedGenome Labs,Biotechnology,60,6,Expired,3
PT000380,Innovative Electric Vehicles System 380,2012,2015,USA,Quantum Circuits Ltd,Semiconductors,63,2,Expired,5
PT000381,Innovative Artificial Intelligence System 381,2013,2014,France,SmartComm Technologies,Robotics,248,3,Expired,8
PT000382,Innovative Quantum Computing System 382,2022,2025,France,GreenFuture Labs,Electric Vehicles,201,4,Active,8
PT000383,Innovative Telecommunications System 383,2012,2013,USA,Global Energy Systems,Telecommunications,243,2,Active,6
PT000384,Innovative Renewable Energy System 384,2015,2019,China,NanoWorks,Biotechnology,86,8,Pending,1
PT000385,Innovative Nanotechnology System 385,2023,2025,France,BioHealth Inc,Artificial Intelligence,25,6,Active,4
PT000386,Innovative Telecommunications System 386,2023,2026,South Korea,NextGen Robotics,Biotechnology,12,7,Pending,9
PT000387,Innovative Artificial Intelligence System 387,2025,2027,UK,TechNova Corp,Robotics,22,5,Pending,11
PT000388,Innovative Biotechnology System 388,2025,2027,USA,NextGen Robotics,Renewable Energy,163,5,Active,8
PT000389,Innovative Robotics System 389,2013,2016,India,SmartComm Technologies,Telecommunications,23,7,Active,6
PT000390,Innovative Renewable Energy System 390,2022,2025,India,TechNova Corp,Telecommunications,112,8,Expired,4
PT000391,Innovative Renewable Energy System 391,2018,2019,China,GreenFuture Labs,Pharmaceuticals,206,7,Pending,4
PT000392,Innovative Quantum Computing System 392,2011,2015,France,NanoWorks,Electric Vehicles,146,4,Expired,5
PT000393,Innovative Artificial Intelligence System 393,2012,2016,Canada,FutureDrive Motors,Quantum Computing,204,3,Active,13
PT000394,Innovative Renewable Energy System 394,2024,2026,Japan,NextGen Robotics,Renewable Energy,10,7,Active,11
PT000395,Innovative Renewable Energy System 395,2023,2025,Switzerland,Quantum Circuits Ltd,Pharmaceuticals,233,2,Active,7
PT000396,Innovative Telecommunications System 396,2022,2025,Canada,SmartComm Technologies,Artificial Intelligence,201,7,Active,7
PT000397,Innovative Nanotechnology System 397,2014,2016,Switzerland,FutureDrive Motors,Biotechnology,236,2,Pending,13
PT000398,Innovative Quantum Computing System 398,2013,2016,UK,InnovateX,Telecommunications,98,8,Pending,10
